variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
2.20791+.959511*ii, 2.10457+.600017*ii, -1.32643+.774878*ii, -.259583-2.32336*ii, -.616037-.384233*ii, 1.12221-1.27178*ii, -3.27966+.488028*ii, .487337+.537461*ii, .354194+.160055*ii, -1.62825+.417452*ii, .376887-.481186*ii
-.769315-2.16841*ii, -3.63598-.221649*ii, -1.62586+2.24697*ii, -.191508-.378463*ii, .587239+.983898*ii, 4.35421-.047931*ii, -1.96912-.393361*ii, -4.53409+9.21066*ii, .0674441-.227768*ii, 3.20482-3.90479*ii, -5.15122-1.70638*ii
-5.08529-.805741*ii, .0867596+.130395*ii, -2.77489-3.22503*ii, .116093-.278594*ii, -1.49243+.100307*ii, .072656-1.57235*ii, 3.35595+.765441*ii, 4.90144-1.78168*ii, 1.19846+4.14304*ii, .0898888-.320816*ii, -3.38478+1.02798*ii
-.148159-.524858*ii, .722302-.11294*ii, -.44389-1.34145*ii, .0816794-.114935*ii, -.346661+.0007301*ii, -.0147864+.0923033*ii, .424198+1.51493*ii, -.594351+.29373*ii, 1.37078-.027073*ii, -.236063-.459398*ii, .180848-.901443*ii
.968716-.313655*ii, -3.21332-2.44384*ii, .354653+.57013*ii, .602545+.988023*ii, .214542-.828945*ii, -1.78326-.934258*ii, .63809+1.00347*ii, -1.49155+.895253*ii, -.340644-.565944*ii, .126846-1.34936*ii, -2.03416-.743021*ii
-3.55433+1.58482*ii, -1.33427+5.79703*ii, .369802+.159415*ii, .354974-6.59654*ii, 1.84764-1.55048*ii, -1.39752-.426509*ii, -1.55117-.443938*ii, .0531023-.214714*ii, 2.79447-1.85332*ii, -.708775+.965525*ii, 2.16407-2.04008*ii
-5.6383+3.48884*ii, .742336+.498307*ii, -2.62704+5.11481*ii, .190413+.983966*ii, -3.36242+2.78021*ii, .594883+.838454*ii, 1.50551+.207228*ii, .934129-.423807*ii, -.934302-.080333*ii, -2.24944+1.24392*ii, 3.0275-2.55375*ii
1.49976+.274042*ii, .556933+1.24495*ii, .615486+.715016*ii, 1.97848+.708024*ii, .200044+1.87361*ii, -.427245-1.23334*ii, .229117-.776003*ii, -.389188-.4841*ii, .245601+.13239*ii, -.273688+.582233*ii, .137296-.283003*ii
-5.04675+2.57807*ii, .012997+.0578834*ii, .486165+3.90622*ii, -1.8157-.043744*ii, 5.70429-2.59137*ii, -.080096+4.49566*ii, -.903569+.041475*ii, -.015530-2.47562*ii, 2.26475+3.62309*ii, -.109893+.039455*ii, .161777+1.64275*ii
1.18097-7.69044*ii, 1.01143-.369138*ii, -9.48471+3.40088*ii, 5.20946+1.65874*ii, -1.13262-2.83432*ii, .217441+.759011*ii, 2.19613+1.29426*ii, .0800188+.12022*ii, 1.2716+4.486*ii, -4.16888+3.47047*ii, 8.16241+8.85094*ii
-2.6089+5.04611*ii, 2.60258-3.18085*ii, 5.80247-1.09067*ii, -10.3511+.79616*ii, -.0955571-.352424*ii, 12.9481-11.3346*ii, -11.468-10.5122*ii, -1.32726+.992929*ii, -.054774-.00236348*ii, 5.81608-10.6477*ii, .0644827+.42943*ii
-131.879+231.4*ii, 225.052-65.8746*ii, .226318-.336094*ii, -98.1471+252.603*ii, .654486-1.45087*ii, -55.7245-15.2294*ii, -166.594-15.7463*ii, .0220886+.212019*ii, -21.9555+72.0658*ii, 14.3967-45.2737*ii, 245.475-70.804*ii
-.0855827-.247766*ii, .473524-.762254*ii, .42966+.801759*ii, -.044342-.653954*ii, .0740033-.209852*ii, -.674239-.542904*ii, .922172-.733024*ii, .895976-.970267*ii, .018512+.781936*ii, .407299+.0260711*ii, -.02469-.675549*ii
.313617-.129197*ii, 1.18963+.728208*ii, -.801537+.300029*ii, .396873+.373603*ii, .0642849-.225943*ii, .371336-.337845*ii, .894339+1.13358*ii, .071201-.918294*ii, -.940052+.037439*ii, -.586008-.113381*ii, .448792-.776634*ii
-3.68683-1.82909*ii, 5.30323-.970761*ii, -.198724+.167891*ii, -.126777-1.39324*ii, -1.35286+.798225*ii, -.657506+5.40033*ii, 1.42974+2.1956*ii, -3.80168-.817858*ii, .344424+3.60292*ii, -.44545+.541639*ii, 1.24142-6.0585*ii
12.0489+15.514*ii, .000719033-.000220194*ii, 50.1421+28.9409*ii, -.0280739+.195425*ii, -79.7449+3.5192*ii, 1.56371-13.5865*ii, -.14223-.200823*ii, -69.2432+1.9456*ii, 44.0889+13.4124*ii, .0212132+.00488423*ii, -33.6459-1.01948*ii
-.886273+.198483*ii, -.46757-.433784*ii, -.080038-2.35024*ii, -.760134+1.02681*ii, -.072598-1.8704*ii, -1.56504+1.40509*ii, -.0875944-.477242*ii, 1.61285+.330208*ii, 1.17255-.012625*ii, -.491037+.566812*ii, -3.22024-.353896*ii
-.655017+1.01567*ii, -.293398+.327358*ii, .927228-.742113*ii, .21205+1.84797*ii, .131783+1.01146*ii, -.251381+.330668*ii, .904432+.765434*ii, .161204+.154529*ii, .604217+1.01191*ii, -.0145549+.260635*ii, -.240351+.116562*ii
-.841244+.654651*ii, .258551-.212904*ii, .949354+2.06126*ii, .024904+1.60237*ii, -.602145+.697014*ii, .271632-1.38293*ii, 1.13489+.226499*ii, -.860212-.182888*ii, -.103395-1.43096*ii, .342153+.165409*ii, -.881222-.356504*ii
.125489+5.46452*ii, -1.74405-3.64426*ii, .949195-.285864*ii, -5.37513+3.69289*ii, -.258215-.903289*ii, 2.16717-.489384*ii, -5.62928-1.47027*ii, -.316394-.126327*ii, 3.11142-1.64452*ii, -1.34861-1.48028*ii, -3.13084-1.35292*ii
-.664488+.811776*ii, -1.29139+.930641*ii, -.088114-1.82911*ii, -1.7673+.782344*ii, -1.4077+1.29506*ii, .362423+2.37224*ii, .542991-.077127*ii, .325373-1.19826*ii, -.335939-.0855187*ii, .908015+1.14005*ii, -1.28395-.814307*ii
.501698+.621672*ii, 1.37575+1.06144*ii, .097376-.345501*ii, 1.31384-.144942*ii, -1.71274+1.38675*ii, -2.17491-.896013*ii, .0005819-.362499*ii, -1.56115-.854205*ii, .953797-1.67733*ii, .250347-.185982*ii, -1.63025-2.11026*ii

