variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
9.27484e-18-1.42996e-17*ii, .255956+.672791*ii, -2.08356e-9+1.33079e-9*ii, -1.14493-.868623*ii, .493969-1.29842*ii, 1.45253+.154161*ii, 7.58171e-17-2.02512e-17*ii, -2.20949+.431829*ii, 2.31678+4.28203*ii, -.243842+.433127*ii, -3.08631+.810982*ii, .560124+.838782*ii
-1.87007e-17-3.06022e-17*ii, -.137622-1.56765*ii, -1.91868e-9-1.71969e-9*ii, 2.72001+1.10462*ii, -.055572+.633019*ii, 1.10072+8.83757*ii, 3.34254e-17-8.05174e-17*ii, .042579-2.04766*ii, 2.84123-4.58373*ii, .231989-.0044916*ii, .859834-.396932*ii, -1.3111+.073113*ii
-6.69056e-17+8.9419e-18*ii, -10.4742+15.2568*ii, -5.88349e-10-5.76615e-10*ii, -5.20924+3.66674*ii, -.0305836-.0445482*ii, 10.5414+5.64782*ii, 1.11813e-16-4.07443e-17*ii, -3.97618+.684076*ii, 13.6267+8.7991*ii, 2.14801+.84314*ii, -8.00132-22.1887*ii, .38951-1.43942*ii
-2.03837e-17+3.08611e-18*ii, -.460801-.637318*ii, 9.70537e-10-9.71006e-10*ii, -.868028-2.31638*ii, -.745016+1.0304*ii, .890144+.640317*ii, 6.05388e-18-4.67329e-17*ii, -2.08968+1.44175*ii, .443716-2.50456*ii, .206845-2.00242*ii, -3.31374-.038361*ii, .607742+2.74016*ii
-1.29693e-17+1.50616e-18*ii, -1.07329+2.89653*ii, 3.36798e-9+1.03695e-9*ii, -1.37075-1.57495*ii, -.112482-.303561*ii, .330251+.86223*ii, 1.98133e-17+1.91389e-17*ii, -2.09891+.081643*ii, .193719+.301392*ii, -1.00725-.748938*ii, .835978-2.99435*ii, -.373939+.0304615*ii
-8.99875e-17+3.4826e-18*ii, 1.10859+.320223*ii, 2.34668e-10-1.61588e-9*ii, 4.00265-.68851*ii, .83258-.240497*ii, 1.54022-.699734*ii, 3.52949e-17-4.71827e-17*ii, -.525807+.31222*ii, -2.68683+2.3761*ii, -1.61252-.183107*ii, .935867-.06797*ii, -1.97096+1.33274*ii
-1.90533e-17+9.85205e-18*ii, -1.12838+.149787*ii, 2.73026e-9-7.87674e-9*ii, 1.23474-.431988*ii, -.87088-.115605*ii, .189791+.419917*ii, 1.57109e-17-2.09476e-17*ii, .104246+1.17838*ii, -3.01191-.947007*ii, -.950418-1.51076*ii, .266135-.232659*ii, -.474676+.544785*ii
3.7813e-17+3.01595e-18*ii, -.130907+.328588*ii, -6.84996e-9-2.71677e-9*ii, 1.60589+.046025*ii, -1.04637-2.62646*ii, -1.21804+.457258*ii, -6.35911e-17+7.2235e-17*ii, -.123539+.517689*ii, .453675+2.52271*ii, -.204451+.0202045*ii, -.919533+.849969*ii, -.561086-.506228*ii
5.52409e-17+3.77931e-18*ii, .041673+.507437*ii, -4.46717e-10-2.44496e-10*ii, -8.87617-1.92003*ii, .160758-1.95749*ii, 2.49867+2.189*ii, 1.84525e-16-4.18936e-17*ii, 1.33447-4.47368*ii, -.145894+3.72213*ii, -1.5166-1.537*ii, 8.0917+5.99238*ii, -14.0845-.31917*ii
1.64925e-17+9.49532e-18*ii, .453954-.116647*ii, 3.21414e-9+2.21164e-9*ii, 4.09511+2.70427*ii, 2.06643+.530986*ii, 3.87005-.939882*ii, -5.70393e-17-2.09769e-16*ii, -7.71648-3.07771*ii, .625127+.933421*ii, .415827-.320084*ii, -.274401-.0628142*ii, 3.56906-2.67263*ii
3.60497e-17+4.37289e-17*ii, -1.16015+.441262*ii, -6.38807e-9+3.30661e-9*ii, .381214-.245434*ii, -.753022-.286411*ii, 1.97562-.106265*ii, 4.09939e-17+4.64213e-17*ii, -.325067-.691905*ii, -2.69865-.149433*ii, .033969+.546308*ii, -.9481-1.13473*ii, .213839-.845866*ii
3.35933e-18+5.7821e-18*ii, .236837-.0877697*ii, -1.92009e-9-1.77198e-9*ii, -.336655-.0699915*ii, 3.71245+1.3758*ii, 1.42776+3.67893*ii, -4.38463e-18-1.30303e-17*ii, 1.54412-1.64541*ii, .451869+.187016*ii, .105549-.0040679*ii, 1.47849-.703797*ii, .088775+1.64793*ii
-1.3274e-17+2.15528e-18*ii, .17441+.680476*ii, -5.01581e-9+4.63442e-9*ii, -.62032-1.09852*ii, .353439-1.37897*ii, 1.9193+.650667*ii, -2.14385e-17-1.79708e-17*ii, 1.07813+1.37885*ii, 2.32485+.087609*ii, -.0034250-.185529*ii, -1.17699+.14068*ii, -.453761-.284043*ii
3.5407e-17+2.37949e-16*ii, .328789+1.93604*ii, 1.17699e-8-4.13297e-9*ii, .188515-2.2487*ii, .085259-.50204*ii, -1.49761-.635067*ii, 1.45549e-16-1.37297e-17*ii, .65487-.665408*ii, -1.32135+1.83577*ii, -1.03856-1.21658*ii, .916896+.961866*ii, 1.31255-.181398*ii
2.61771e-16+1.6941e-16*ii, .608402-.971972*ii, 6.44454e-9-1.16468e-9*ii, -3.51749+.932887*ii, .462705+.739208*ii, 1.15591-.866996*ii, 5.25879e-16+1.1847e-16*ii, .900159-.034857*ii, -1.43668+1.58757*ii, .74548+1.675*ii, .69665-2.09724*ii, .117219+2.30728*ii
1.01428e-16-1.37655e-16*ii, -2.98001-.230514*ii, -3.4188e-9+4.74358e-9*ii, 3.10393-1.29018*ii, -.333573+.025803*ii, .221058+2.07023*ii, -1.78103e-16+5.6423e-17*ii, -.471077-1.43095*ii, .218485-3.84959*ii, .060679+.976704*ii, .684854-2.3725*ii, .661199-.165753*ii
-1.52705e-17+3.49707e-18*ii, 1.08503-.770586*ii, -1.10788e-8+7.07323e-9*ii, -.564699+.481531*ii, .612633+.435091*ii, 1.12569-1.46132*ii, 9.83894e-18-1.82697e-18*ii, .888815+.114259*ii, .462738-.897586*ii, .281826+.104847*ii, -.607218+1.884*ii, .416058+.0246936*ii
2.54755e-18-1.47692e-18*ii, .672584-.548904*ii, -1.3596e-9-4.12793e-10*ii, -.660025-.049703*ii, .892418+.728314*ii, .290833+.737905*ii, -3.90163e-17-1.03716e-17*ii, -2.77241+1.8931*ii, .770915+.830894*ii, -1.57836+.888024*ii, 3.65997-1.01393*ii, -.334282-1.62047*ii
1.35243e-17-6.15963e-17*ii, -.782598-1.26417*ii, 3.552e-9+3.73525e-9*ii, 1.74149+.324877*ii, -.354022+.57187*ii, -.243829+.223956*ii, 7.8954e-17-4.99925e-17*ii, -.787811+.26204*ii, -1.0853+.848317*ii, -4.18859+1.9025*ii, -.622156-.737649*ii, .591009+.83671*ii
-3.27345e-17+1.75696e-16*ii, .297421+.745756*ii, -3.24996e-9-3.92316e-9*ii, -3.89681-1.86063*ii, .461396-1.15691*ii, -.345439-1.69204*ii, -6.7838e-17-3.52685e-16*ii, -.533531+1.5611*ii, -.450386+.362441*ii, .96426-.735655*ii, .929521+1.02002*ii, -2.32159+1.18988*ii
-2.76021e-17-7.76983e-18*ii, .763929+.233742*ii, -9.04129e-11-2.08926e-10*ii, -1.40874-.429585*ii, 1.19696-.366239*ii, -.133222-.575892*ii, -1.18132e-17-7.02213e-17*ii, 2.22332+1.49083*ii, .112635-4.65808*ii, 3.59355+.998722*ii, 3.72273-.478139*ii, -.691254-2.67168*ii
-5.10543e-18-5.07042e-17*ii, -.282544+.555608*ii, 3.47473e-9+1.81575e-8*ii, -.22407+.39351*ii, -.72721-1.43002*ii, 2.17918-1.00865*ii, -4.14167e-17+9.93055e-18*ii, -2.05581-.160205*ii, 2.33472+.968734*ii, -.549288-.530697*ii, -.405924-.467603*ii, .398225+2.91531*ii
3.30044e-17+5.65357e-17*ii, .86906-.109068*ii, 4.44064e-9+3.41324e-9*ii, -2.94315-5.60444*ii, 1.13283+.142171*ii, 2.97683+.8032*ii, -2.09049e-16-1.16767e-16*ii, -1.85515+3.77291*ii, -1.31035+1.24712*ii, 1.54488-.30244*ii, -1.6841-.488845*ii, 5.43646+1.07413*ii
3.9637e-18+2.26135e-18*ii, .242095-.535753*ii, 4.95232e-9-1.79274e-9*ii, .655865+1.18511*ii, .700423+1.55002*ii, -.114377+2.53596*ii, -1.11674e-17+9.76861e-18*ii, .296487+1.34552*ii, .9018-1.93929*ii, -.378444-.0125277*ii, 2.75416+1.08649*ii, 1.53794-.554869*ii
1.98061e-18+1.20274e-17*ii, -1.48871-1.28896*ii, -1.163e-9+2.77878e-10*ii, -2.31706-.082690*ii, -.383917+.332407*ii, 1.67508-2.43362*ii, 1.40857e-16-8.74877e-17*ii, -1.0323-1.54541*ii, 1.28377+2.66185*ii, -.286724-2.02434*ii, 5.70345+5.66803*ii, 2.97098-.763295*ii
-3.059e-19-7.96908e-18*ii, .0014968-.112542*ii, -3.54846e-10+2.23195e-10*ii, -8.62321-24.6582*ii, .11816+8.88404*ii, -6.61015+17.6964*ii, 4.23464e-17+1.09388e-16*ii, -2.97965+6.96825*ii, .80475-12.3564*ii, -.0774678-.0552056*ii, 1.25926-10.569*ii, 9.11314+13.1096*ii
-8.61164e-17+4.32676e-17*ii, -.095138+2.5368*ii, 3.12157e-9+1.13973e-8*ii, -.2008+.197681*ii, -.0147628-.393644*ii, -3.27953+1.32438*ii, 6.8875e-17+9.47256e-17*ii, 1.21755+.480231*ii, -2.33891+1.08604*ii, -1.5097-.627974*ii, -1.28874-.946055*ii, -.061736-2.27724*ii
3.78e-17+5.60667e-17*ii, .109896+.540761*ii, -1.68937e-9+1.12222e-8*ii, -.109321+1.84642*ii, .360906-1.7759*ii, 1.53254+.070262*ii, -1.95949e-17+9.36956e-17*ii, .54012+.721615*ii, 2.2142+.753595*ii, -.282243-1.2564*ii, .456546+.342835*ii, -3.57894-.090684*ii
-1.03069e-16-2.67824e-16*ii, 8.53881+8.87382*ii, 4.33233e-9-1.8284e-10*ii, 5.47493+3.82663*ii, .0563038-.0585128*ii, -2.31845+10.5427*ii, 1.49424e-15-1.3318e-15*ii, -.57106-4.88057*ii, 6.16536+.083941*ii, 4.62299-1.02516*ii, 6.00032+.767228*ii, 2.99596+2.87274*ii
7.34009e-17-8.7706e-17*ii, 1.86623+3.26915*ii, 3.03811e-9+1.03685e-8*ii, 2.15687-4.16186*ii, .131702-.230707*ii, -4.15302+5.78132*ii, 7.21025e-17+5.17704e-16*ii, -2.29387+6.54175*ii, 1.71112-2.15686*ii, 1.57708+1.15282*ii, -2.52111-1.97439*ii, -.741427+3.61892*ii
4.28654e-17-1.20015e-16*ii, 1.80655+3.3935*ii, -3.8097e-9+3.89938e-9*ii, -5.84711+.611299*ii, .122234-.229609*ii, 1.63969+4.38351*ii, 3.61638e-16+5.06473e-16*ii, 1.96075-4.00374*ii, 7.99801-7.09031*ii, -.333626-5.86241*ii, -1.50929+1.69685*ii, .531368-7.1286*ii

