variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
1.22789e-8-1.08424e-9*ii, -.471537+.21751*ii, 2.97474e-8-1.11521e-8*ii, 1.48899+1.02317*ii, -1.74865-.806614*ii, .518595+2.74424*ii, 7.49688e-9-2.07402e-9*ii, -.17324-.438938*ii, -.394452+1.40372*ii, 2.38906e-17-1.21105e-17*ii, 1.92445-1.85975*ii, 2.48235e-19-3.55911e-18*ii
-1.31341e-9+1.13136e-9*ii, .572658+.167323*ii, -9.58412e-10-2.76053e-9*ii, 1.13951-1.63219*ii, 1.60889-.470095*ii, -.679576-1.08573*ii, -1.75991e-9-3.44237e-9*ii, -1.66847-2.56169*ii, .864307-1.20462*ii, -1.79855e-17+1.01752e-17*ii, .968912+2.2938*ii, 4.84478e-18+1.98647e-17*ii
-1.47406e-9-1.16608e-9*ii, -3.58157+10.4706*ii, 1.38741e-9+1.09447e-9*ii, 10.0459+3.15693*ii, -.0292464-.0855012*ii, 9.41902-4.70288*ii, 7.2387e-10-2.91904e-9*ii, 1.34227-1.92068*ii, -10.0997-4.5804*ii, -3.3081e-18+1.78674e-18*ii, 7.07216-6.35304*ii, 2.73878e-18+8.76836e-19*ii
-1.08879e-9-2.49664e-9*ii, -2.6001+.735073*ii, -1.05562e-9-1.55091e-9*ii, 3.53187+1.41446*ii, -.356136-.100683*ii, -.666779+1.13912*ii, -2.12128e-9+1.91952e-9*ii, 1.23382-1.49565*ii, 1.82083+1.92429*ii, -1.40991e-17-2.75624e-18*ii, 2.03897+1.10217*ii, 6.03331e-18+1.17271e-17*ii
1.63271e-9+1.5973e-9*ii, 8.08284-1.76348*ii, 2.30445e-9+4.24241e-9*ii, -.840237+.606156*ii, .118097+.025766*ii, 7.90795-3.43532*ii, -1.172e-8+1.19478e-8*ii, -1.85484-3.46738*ii, -5.25029+6.64244*ii, 4.2516e-18-3.50584e-18*ii, 1.56595+6.7797*ii, 7.27918e-18-3.22203e-18*ii
6.68938e-10-7.12831e-9*ii, .829735-.979621*ii, 1.18562e-8+1.21288e-8*ii, -2.14859+1.55761*ii, .503444+.594388*ii, 1.778+2.0121*ii, 6.22049e-9+2.6226e-9*ii, -.570063-.029298*ii, -.630397-.166764*ii, 1.60884e-17-2.6561e-18*ii, -1.54587-3.22205*ii, 2.12371e-18-9.81105e-18*ii
1.80815e-9+8.97419e-10*ii, -.253178-1.03852*ii, -2.47352e-10+2.95988e-9*ii, 1.43797-2.78716*ii, -.221577+.908893*ii, 3.55113+1.03285*ii, -5.89108e-9-2.2355e-9*ii, 3.8255+4.68327*ii, -.69403+2.3461*ii, 3.81759e-19-9.42617e-19*ii, 4.31681-1.91724*ii, -1.23292e-17-1.34067e-17*ii
1.2277e-9+2.52157e-9*ii, .0806362-.382704*ii, 1.22292e-8-3.11551e-9*ii, -.262925+.533857*ii, .527155+2.50191*ii, .849911-1.37274*ii, 5.85549e-9+2.14572e-9*ii, 1.7199-1.17501*ii, .780011-1.23506*ii, -1.04656e-17+3.04127e-17*ii, 1.72394+1.88846*ii, 8.60145e-18+1.68604e-17*ii
-4.4376e-9+1.66721e-9*ii, .733373+.25054*ii, 5.70634e-9-1.30247e-9*ii, 8.70536+1.38192*ii, 1.22105-.417146*ii, 6.91475+.688466*ii, 1.3981e-9-9.9378e-10*ii, 1.03244-.152983*ii, 3.10355+4.7422*ii, 2.21646e-18-2.69469e-18*ii, 6.34237+2.79117*ii, 2.26402e-19-1.90415e-18*ii
-1.36324e-9+2.33151e-10*ii, .149768-.274003*ii, -7.08499e-10+4.73871e-10*ii, -3.36745-2.5754*ii, 1.53596+2.81005*ii, 1.98573+6.0091*ii, -2.01952e-9-3.49874e-9*ii, 3.20268-3.84482*ii, -1.25957-1.14966*ii, -1.14835e-17-2.90953e-18*ii, 8.01782+7.03242*ii, 5.04845e-18+3.7578e-20*ii
7.68199e-10+3.99087e-10*ii, -.103953+.0284593*ii, 5.08769e-9+1.17221e-8*ii, -1.54482-.976725*ii, -8.94897-2.44996*ii, -2.40958+5.80013*ii, 3.06054e-9-1.31445e-9*ii, -1.08814-.977623*ii, 2.87999-4.24259*ii, 5.39024e-19-2.54021e-18*ii, -1.94252-3.53996*ii, 3.3423e-18-1.7663e-17*ii
4.61227e-9-2.58465e-9*ii, -1.91904-.367972*ii, 3.15034e-9-2.76767e-9*ii, -1.12705+1.23136*ii, -.502615+.096376*ii, .704637-.981499*ii, -4.17505e-9+4.19766e-10*ii, .210555-.976247*ii, -1.16965+1.77352*ii, -2.21331e-18-1.97801e-18*ii, -.437923-1.43123*ii, -5.19818e-18+9.09687e-18*ii
9.88185e-10+1.34372e-9*ii, .280319-.0834061*ii, -6.21327e-9+3.1721e-9*ii, -1.75358-.062307*ii, 3.27723+.975109*ii, -.460371+.825241*ii, -2.0204e-9-2.70254e-9*ii, -2.95827-2.96152*ii, -1.06382+9.65031*ii, -2.33258e-18+2.72228e-18*ii, .388231+.226495*ii, -1.40284e-17-9.05416e-17*ii
6.77618e-10-1.46832e-9*ii, 5.56436+6.48024*ii, 1.6144e-11-1.61157e-9*ii, 1.0945-5.52028*ii, .0762704-.0888244*ii, -1.94964+1.64153*ii, 4.52564e-9+3.60486e-9*ii, -4.59971+1.01338*ii, -3.18908+.651747*ii, -8.69329e-18-3.37585e-18*ii, -2.44908+2.88045*ii, 3.78539e-18+2.18222e-18*ii
1.25065e-8-4.7735e-9*ii, -.019664-.644395*ii, 5.34981e-9-7.90708e-9*ii, 1.44526-1.33553*ii, -.047312+1.5504*ii, -.031987+.0846077*ii, 7.94775e-10-1.18732e-11*ii, .54298-1.2055*ii, -.955533-.335128*ii, 7.1938e-18-4.19231e-16*ii, 2.8979+.214475*ii, -3.85872e-17+1.3188e-16*ii
4.07829e-10-7.55867e-10*ii, .100356-1.13708*ii, -3.79385e-9+1.72247e-9*ii, .065801+.975079*ii, .077017+.872646*ii, -.781326-.618636*ii, -1.51638e-9-3.62788e-9*ii, -.615034+1.58545*ii, .372514-.774836*ii, 6.0034e-18+5.62154e-17*ii, .071268+1.60085*ii, 4.39163e-17-6.934e-18*ii
-2.42686e-9-4.03833e-9*ii, -1.21888-3.69857*ii, 2.93934e-8-2.52723e-8*ii, -.210452-.676881*ii, -.0803741+.243887*ii, .489661-.922577*ii, 2.96717e-9-1.70953e-8*ii, -.332538-1.32103*ii, .195552-.788972*ii, 2.19462e-17+2.62453e-17*ii, .991023+1.0309*ii, -3.59341e-18+5.37728e-18*ii
1.0854e-9-5.54771e-10*ii, 1.79021-3.95841*ii, -1.37828e-9+2.13149e-9*ii, -3.25503+.328505*ii, .0948512+.20973*ii, 1.07341-1.15239*ii, -1.39018e-9-6.18169e-10*ii, 2.7495-.568119*ii, -3.76031-1.31662*ii, -1.22166e-17+4.7962e-19*ii, 1.43683-1.69729*ii, 2.80976e-18+5.80083e-18*ii
-1.0682e-9-8.55953e-10*ii, .108398-.278687*ii, 1.9359e-9-2.84735e-10*ii, .47526+3.71146*ii, 1.21228+3.11673*ii, -.142049+4.03352*ii, 3.32495e-9+2.13498e-9*ii, -.317337+7.11177*ii, -1.24572-8.11061*ii, -1.26978e-17+1.08848e-17*ii, -.422571+1.14015*ii, 2.86532e-17-1.72476e-16*ii
1.6118e-9-2.94028e-10*ii, -2.8822+3.03604*ii, -1.78578e-9-1.08325e-9*ii, 3.13819+1.4188*ii, -.164466-.173244*ii, -1.19043+1.68804*ii, -6.38945e-10-1.94364e-9*ii, 2.31667+1.37676*ii, .75433-2.66858*ii, 3.76281e-17+5.26167e-18*ii, -2.73482-1.53883*ii, 1.34909e-17+1.26104e-17*ii
-1.41375e-9+5.63768e-10*ii, -5.16037+1.68487*ii, 1.98498e-9+1.83958e-9*ii, .188308+2.59193*ii, -.175117-.0571761*ii, 4.78463-.330232*ii, -2.42209e-9+2.25427e-9*ii, 1.42324-2.20081*ii, .367127+2.40499*ii, -8.8275e-19+2.06348e-17*ii, 1.76176+2.55723*ii, 6.11416e-18-1.43647e-17*ii
-4.13399e-10+9.88963e-10*ii, .174705+.0008127*ii, -6.52543e-10-4.81735e-10*ii, -2.46887+1.87919*ii, 5.72381-.026627*ii, -1.61014+7.40814*ii, -1.14495e-9-4.34026e-10*ii, 1.81157+8.68953*ii, -10.4076+4.5532*ii, -2.16066e-19-2.13482e-18*ii, 1.31435+2.69956*ii, -3.94014e-18+1.68887e-17*ii
-6.74833e-10-6.69258e-10*ii, -3.16945-7.15467*ii, 3.64331e-10-1.36468e-9*ii, 3.33321-2.09839*ii, -.051759+.11684*ii, .790889-.691833*ii, 2.13754e-9-5.68113e-9*ii, 4.58764-.680117*ii, -6.57701+7.47339*ii, -1.3495e-18+7.5949e-18*ii, 3.70206-.261022*ii, -1.48382e-18-2.45585e-18*ii
-2.54627e-10+2.57176e-9*ii, -.525458-.136324*ii, 5.53049e-9-2.6207e-9*ii, .527272+.176964*ii, -1.78309+.4626*ii, 1.67812+.758871*ii, 9.20764e-10-2.50756e-9*ii, -.916207-.281492*ii, -1.24382+.248483*ii, 8.53491e-18+3.0872e-17*ii, .668101-.480949*ii, -1.7362e-17-4.47678e-17*ii
1.88891e-10-7.03739e-10*ii, -.0542566+.0305016*ii, 4.02848e-9+1.44906e-9*ii, -3.17804-.648917*ii, -14.0049-7.87315*ii, 5.89954+1.97169*ii, -1.80894e-9+8.35872e-9*ii, -3.33069-10.1152*ii, -2.06148+3.51861*ii, 2.01476e-18-3.5365e-18*ii, 5.52909-6.10373*ii, 5.53055e-18+6.86503e-18*ii
-4.99737e-9-2.03932e-10*ii, .012299+.52834*ii, -4.28283e-9+3.33475e-10*ii, .507842+1.70249*ii, .044035-1.89169*ii, -1.06239-1.87869*ii, -3.39332e-9+2.32614e-9*ii, 1.29118-1.18154*ii, 4.87644-2.13665*ii, -1.05626e-18+8.15283e-18*ii, 1.66137+1.12693*ii, 2.45902e-17-5.59283e-18*ii
1.89948e-9+1.05472e-9*ii, 2.32575+1.50859*ii, 2.25524e-9+2.02575e-9*ii, -1.12823-3.49975*ii, .302636-.196305*ii, .297774-2.72231*ii, -3.99489e-9+4.02741e-9*ii, 3.45646+.376087*ii, .567324+.807772*ii, -8.46704e-18+1.7263e-17*ii, 2.27104+.989938*ii, 7.12451e-18+3.1564e-19*ii
-1.64469e-10+2.4822e-10*ii, -.0795358-.0337119*ii, -9.31493e-10+2.82151e-10*ii, -2.45377+5.21959*ii, -10.6582+4.51754*ii, 6.94241+4.39082*ii, 1.38359e-9+3.55894e-10*ii, 8.57518+5.30652*ii, 6.27752+4.22497*ii, 6.37142e-18-3.12379e-18*ii, -5.12808-3.2038*ii, -3.00168e-18-3.18519e-18*ii
-4.77996e-9+4.20511e-9*ii, -.522772-.173623*ii, -6.95585e-10-6.56068e-9*ii, -.914796+.708347*ii, -1.72284+.572191*ii, .567856-1.13882*ii, 2.20545e-9-2.14167e-9*ii, -.650845-.659707*ii, 1.92121-1.61997*ii, 4.46924e-18-2.6308e-17*ii, -1.31806+1.52805*ii, -1.34495e-17+4.70727e-17*ii
-2.23285e-9+1.46117e-9*ii, -.321817+1.04063*ii, -2.70064e-9-4.39344e-9*ii, -1.02321+.095361*ii, -.271235-.877072*ii, -.879814+2.68683*ii, 2.59867e-9-2.34422e-9*ii, 1.07014+2.86672*ii, 1.00358+.903182*ii, 1.61394e-17-5.61528e-18*ii, 1.07901-2.30385*ii, -3.13232e-18+1.36898e-17*ii
-2.00837e-9-6.91201e-10*ii, -1.0042-.317936*ii, 1.42396e-9-8.96071e-9*ii, .721297-1.46798*ii, -.905093+.286559*ii, -1.73289-.132016*ii, -1.96452e-9+1.00477e-8*ii, .0545624-.489543*ii, 1.31369-.664725*ii, -5.01454e-17+3.11582e-17*ii, .214973-.556553*ii, -8.02666e-17+3.27863e-17*ii
-1.13867e-9+2.35907e-9*ii, -.11355-.881288*ii, -2.778e-9+2.12927e-9*ii, -.545332-1.67366*ii, -.143813+1.11617*ii, -1.15837+.940339*ii, -5.1743e-9-5.09196e-9*ii, .692686-1.53986*ii, 1.32213+3.44871*ii, -5.8599e-18-2.99579e-18*ii, -.311879+.237812*ii, 7.11388e-18+1.94708e-17*ii
-7.46863e-10-3.81133e-9*ii, -.609058+.937113*ii, -1.79749e-10+1.81448e-9*ii, .608102-1.45519*ii, -.487585-.750211*ii, .477764-.530441*ii, -4.49718e-9+1.40375e-10*ii, -1.40623+.282031*ii, .408613+.0726513*ii, 7.19178e-17+3.0463e-17*ii, .56409-.662961*ii, -4.18249e-17-1.09297e-18*ii
-2.16808e-8-3.2438e-8*ii, .290392-2.0777*ii, 3.16119e-8-6.2085e-9*ii, 1.83677+1.87717*ii, .0659804+.472079*ii, -4.87012-3.72135*ii, -7.10674e-9+3.72974e-9*ii, -.205604-.0206597*ii, -3.76639-.762067*ii, -1.02477e-17+2.22202e-17*ii, -.958712-.692739*ii, 4.12858e-17+5.64466e-17*ii
-1.32354e-10-3.13477e-9*ii, .319424+1.57414*ii, -7.56231e-9-3.21038e-9*ii, -.650275-.121069*ii, .123811-.610145*ii, -.52+2.31954*ii, 1.29268e-8+1.29726e-9*ii, -2.31333+2.7039*ii, -1.49875-5.10635*ii, 6.76182e-17+1.12597e-16*ii, -2.62718-1.35134*ii, -3.51525e-17+2.1338e-16*ii
8.3454e-12+1.37172e-10*ii, .0314987-.0276566*ii, -2.67356e-10+3.23651e-10*ii, 8.89141+9.40147*ii, 17.927+15.7403*ii, -8.52089-19.0525*ii, 2.03881e-9-3.5942e-9*ii, -15.9289+1.61724*ii, 24.0464-16.5405*ii, 6.18915e-20+7.64565e-20*ii, -4.45663+17.4796*ii, 1.40035e-18-1.95594e-18*ii
3.79362e-9-4.81746e-10*ii, .697213-.640792*ii, -5.8243e-10+8.24837e-9*ii, -7.02753+.708784*ii, .777514+.714595*ii, 3.86528+.821534*ii, 4.86909e-9+2.8281e-9*ii, -.106039-2.21461*ii, -2.25846+.922388*ii, 1.25495e-17+2.87474e-18*ii, -.850321-3.31712*ii, 1.53159e-17-2.98476e-17*ii
-2.12941e-9-1.74926e-9*ii, 1.08905-10.4376*ii, 2.15506e-9+1.81168e-9*ii, -7.17163-1.45816*ii, .0098888+.0947757*ii, 6.30125+5.47806*ii, 1.87181e-9-4.38859e-9*ii, 3.01209-.994928*ii, -3.07205-1.32166*ii, 1.06826e-17-5.3966e-19*ii, -2.59154-3.62761*ii, -1.57849e-18+7.45509e-18*ii
-9.8248e-10+1.26105e-8*ii, -.191237-3.98788*ii, -3.09661e-9-5.77491e-10*ii, -4.97331-1.91872*ii, -.0119975+.250185*ii, -2.60641-1.04192*ii, -8.85253e-9-2.1191e-10*ii, 3.38898-.408227*ii, -1.85157-3.58522*ii, 7.96848e-18+3.31581e-18*ii, 2.05066-3.13921*ii, 3.49844e-18-5.13863e-18*ii
-1.63243e-9-2.35333e-9*ii, -3.56963+1.19344*ii, 4.43493e-9+2.40423e-9*ii, .607183+.892519*ii, -.251976-.0842437*ii, -4.09158-1.21293*ii, -2.74928e-9-4.30697e-9*ii, -.625003-2.79379*ii, .608701+4.07593*ii, 1.24681e-17+4.79876e-18*ii, -1.24602+2.97642*ii, 2.22337e-18-3.20595e-18*ii
1.96368e-9+5.90944e-10*ii, -1.57071-.836538*ii, -5.90941e-10-3.92697e-9*ii, 1.24711-.028592*ii, -.495974+.264149*ii, -1.93919-.496973*ii, 6.38372e-9+1.50449e-9*ii, 1.64933+1.83242*ii, -2.35481-2.11151*ii, 4.82682e-17+2.54866e-17*ii, -2.6228-.919516*ii, 7.09433e-17+1.74642e-17*ii
2.28506e-9+2.78267e-9*ii, 1.08973+.529076*ii, 2.91438e-9-8.69417e-10*ii, .14019-.861389*ii, .74261-.360546*ii, 4.15325+1.5249*ii, 8.59872e-10-5.97072e-9*ii, -.439104-3.76162*ii, 1.1606+2.62911*ii, -1.26761e-17-1.22025e-17*ii, .517414+3.16831*ii, -1.54442e-17-2.22125e-17*ii
3.15445e-9+3.11469e-9*ii, 1.87973+1.87808*ii, 3.60892e-9-6.68932e-9*ii, .407027+.454608*ii, .266229-.265996*ii, -.195684+.174834*ii, 2.23271e-9+7.8613e-9*ii, -3.79319+.56974*ii, -.468891+1.05049*ii, -5.53741e-17-6.07071e-17*ii, -.386701-1.33741*ii, -2.81336e-18+8.47367e-18*ii
-1.41415e-9-7.86285e-10*ii, .702904+.068811*ii, 3.17054e-9-1.94234e-8*ii, -.265043-.569455*ii, 1.40916-.137951*ii, .170686-1.11273*ii, 1.38431e-9+3.64397e-9*ii, 1.46682+.743973*ii, .420582+.495364*ii, -2.1571e-16+1.85359e-16*ii, -.275412-.0244382*ii, 3.56719e-16+3.5365e-16*ii
-2.63948e-9-4.07572e-10*ii, .020011-.22871*ii, 1.17889e-8+4.0481e-9*ii, -.810854-.568869*ii, .379653+4.33913*ii, -3.53468-1.27348*ii, 7.85527e-10+2.10617e-9*ii, -2.96118-1.5684*ii, -4.42325-.783009*ii, 2.64984e-18-8.42534e-18*ii, 1.25831-.187459*ii, -1.6182e-17+4.67487e-17*ii
6.44682e-10-9.27684e-10*ii, 4.2967+4.57291*ii, 4.7908e-10-9.36375e-10*ii, -6.95391-.87522*ii, .109128-.116143*ii, -1.37683-2.26704*ii, -1.7856e-9-3.49831e-9*ii, -5.01035+3.45393*ii, 1.40815-7.86365*ii, -9.43201e-19+5.24564e-18*ii, .231992-4.80564*ii, 6.32205e-19+6.66756e-18*ii
-4.1618e-9+1.49222e-9*ii, -.801206-.734326*ii, 1.86978e-8+3.55142e-8*ii, -.129469+.718342*ii, -.678318+.621696*ii, -1.17809-1.08957*ii, 4.06922e-9+4.52759e-9*ii, -.666131+1.33982*ii, .805857+.529313*ii, 5.54728e-17-2.18682e-17*ii, .698771-2.27046*ii, 2.62043e-17+6.68695e-18*ii
2.72927e-10+8.13209e-11*ii, .284008+.365956*ii, 3.49241e-9+2.00834e-9*ii, -1.15054+1.08481*ii, 1.32352-1.70542*ii, -1.21639-2.05542*ii, -2.08121e-9+4.61667e-9*ii, -1.8501-1.16705*ii, -2.6878+2.00057*ii, -9.07623e-18-1.08677e-17*ii, -3.33306+.837286*ii, -3.56684e-17-7.36819e-18*ii
8.5217e-11+2.05999e-9*ii, .401339+.0017487*ii, -1.17117e-8-7.83712e-9*ii, .692847-.682212*ii, 2.49161-.010856*ii, -.663441+.677313*ii, -1.21779e-9+1.28946e-9*ii, -.773591+1.11847*ii, -1.67137-.160027*ii, -1.08642e-17-6.68868e-18*ii, -.215168-1.11082*ii, -1.28627e-18-2.99609e-18*ii
-1.53056e-9-8.58326e-10*ii, -4.49523+.84797*ii, -1.38994e-9-4.90566e-10*ii, -1.10733-3.11417*ii, -.214814-.040522*ii, -7.84415+2.673*ii, 4.89806e-10+5.46895e-9*ii, -2.72448-2.35355*ii, .0425962-.171824*ii, 4.31384e-18-4.80742e-18*ii, 2.35399+1.76566*ii, 1.07173e-17-1.67718e-17*ii
-2.41919e-10+4.69985e-10*ii, .2569-.0008215*ii, 1.19617e-9-8.65682e-10*ii, -2.77564+.062783*ii, 3.89253+.012447*ii, 5.09874+1.14721*ii, 1.56595e-8+1.25657e-9*ii, -.975996+7.31729*ii, .263586+1.227*ii, -5.03125e-18-4.16792e-18*ii, -2.35886-2.15978*ii, 1.89944e-18-1.7617e-18*ii
4.26738e-9-4.43719e-10*ii, -.556159+.820113*ii, -8.27888e-9+2.3792e-10*ii, -1.88598-.474832*ii, -.566412-.835233*ii, -.286165+1.12469*ii, 4.27913e-9-6.7566e-10*ii, .175126-.992053*ii, -.510037+.552867*ii, 5.64622e-17-6.51291e-17*ii, -.780375+.036648*ii, 3.95899e-17-1.21957e-16*ii
3.30951e-10-5.15525e-11*ii, 11.7538+.53580*ii, -1.12282e-10-1.59591e-9*ii, -7.12949+3.9567*ii, .0849022-.0038703*ii, -5.26424-12.2283*ii, -3.99974e-10-3.11894e-10*ii, -12.946+7.23049*ii, 8.14641+9.9515*ii, 7.11442e-19+8.29135e-19*ii, 19.6604-5.93033*ii, -4.44929e-19+2.80432e-19*ii
1.50686e-9-2.33428e-9*ii, 2.01449+2.45909*ii, -3.76744e-9-5.11747e-9*ii, .388312-.886414*ii, .19935-.243347*ii, .583549+.641188*ii, 5.9553e-9-2.53876e-9*ii, .133109+2.23802*ii, -.25809-.529053*ii, -2.40437e-17-9.21284e-17*ii, .721306+.424326*ii, -7.66206e-18-1.11132e-17*ii
8.035e-11-5.28818e-8*ii, .179196+.467055*ii, 7.37635e-8+4.35817e-8*ii, .503986+1.24095*ii, .716063-1.86634*ii, -1.46441-.014521*ii, 4.59379e-8+1.644e-8*ii, .158253+.0619621*ii, -.822849+.128586*ii, 2.37066e-17+2.89642e-17*ii, .740621+1.08869*ii, -7.65399e-17+2.46777e-17*ii
6.56476e-10-1.68054e-9*ii, .832122+.845814*ii, 5.89913e-10-1.83823e-10*ii, -3.42679+.817625*ii, .591068-.600793*ii, 1.17827-4.5441*ii, 7.00029e-9-4.46972e-9*ii, -2.14126-4.40064*ii, -3.08912-3.02261*ii, -5.89884e-18+3.59852e-18*ii, 3.36885+1.10115*ii, 4.70584e-18+2.66168e-18*ii
6.66789e-10-7.46007e-10*ii, -.383884-.0866905*ii, 1.07575e-9-6.15228e-10*ii, 2.84419-1.75742*ii, -2.47855+.559718*ii, 1.82145+4.10676*ii, 3.13873e-9-1.51973e-9*ii, 4.09104-.928777*ii, -1.62834+4.05005*ii, -1.15044e-17-7.34851e-18*ii, -3.50893+1.12511*ii, -1.13541e-17+2.10093e-18*ii
6.2898e-10+8.88803e-10*ii, -.0775579+.211289*ii, -1.44229e-9+2.24481e-9*ii, .301806+3.4468*ii, -1.53101-4.17087*ii, 5.30839+1.95053*ii, -1.08566e-10+2.13661e-9*ii, 2.21306-2.83011*ii, -3.43805+1.71117*ii, -8.16515e-18+1.89051e-18*ii, .486914-1.28441*ii, 2.57173e-17+3.70926e-17*ii
-6.11792e-9+5.0912e-9*ii, -.354799+.212417*ii, -5.58286e-9+2.72125e-9*ii, .201645-2.89961*ii, -2.07481-1.24218*ii, .463425+.528753*ii, 2.42231e-9-1.17915e-9*ii, -.372478-1.38244*ii, .250696+.600191*ii, 6.96178e-18-1.72907e-18*ii, -1.28002+.206324*ii, -7.32287e-17-2.33273e-17*ii
-3.17912e-9+3.82712e-10*ii, -.819495-.51487*ii, 1.76383e-9-7.40555e-9*ii, -.643717+.142934*ii, -.874909+.549686*ii, -1.99154+.080657*ii, -1.13966e-10-4.53031e-9*ii, 2.38647+.152161*ii, .694853+.394758*ii, -1.0130e-19-1.46183e-17*ii, -.933432+.417721*ii, -7.21111e-17-2.38067e-17*ii
2.2849e-9+8.51553e-9*ii, -.907796-.157524*ii, -2.06468e-9-1.05806e-8*ii, -.312476+.846025*ii, -1.06937+.185561*ii, -.171542+.0821888*ii, -1.68898e-8+4.10344e-9*ii, .94147-.437661*ii, -.234182+.961624*ii, -1.23454e-16-4.7544e-18*ii, 1.23099+1.4166*ii, -5.24291e-17-2.22786e-17*ii
6.90069e-10+1.26747e-9*ii, 1.07511-1.5808*ii, -3.26175e-9-2.32209e-9*ii, -2.22075-1.2275*ii, .294164+.432527*ii, 1.27614+1.13702*ii, -2.86478e-9-5.32744e-9*ii, .805402-3.17123*ii, -1.66495+1.12137*ii, -9.36777e-18+3.80323e-17*ii, -1.45514+2.71332*ii, -2.4981e-17+1.17015e-17*ii
-1.25672e-9-5.6136e-11*ii, -.281225+.0262519*ii, -3.09163e-9+7.59706e-10*ii, 1.66834-2.10352*ii, -3.52515-.329067*ii, 1.5325-1.96229*ii, -1.26014e-9-7.62779e-9*ii, -1.69051+3.86357*ii, -1.74258+3.04683*ii, -6.39262e-18-1.59349e-17*ii, -1.20321+2.21771*ii, -8.59293e-18-2.65592e-17*ii
-1.01728e-9-3.05605e-10*ii, -2.14122-.516371*ii, -3.57821e-9+6.52886e-10*ii, -2.35462-1.55156*ii, -.441355+.106436*ii, 1.24775+.973722*ii, -9.08209e-9+6.90594e-9*ii, .782997+1.63902*ii, -1.51189+.380926*ii, 6.15984e-18+3.69877e-17*ii, -2.44399+4.366*ii, -9.194e-21+5.94803e-18*ii
-1.99146e-9-4.3225e-9*ii, -.373967-.250225*ii, -4.0234e-9-3.56752e-9*ii, -1.0336-.560357*ii, -1.84708+1.2359*ii, .234068+.398096*ii, 2.06737e-9-1.44904e-9*ii, -.681208+2.14934*ii, 1.73585-.977561*ii, -1.00733e-16+1.14909e-17*ii, .51671+1.19579*ii, 7.31422e-17+8.3682e-17*ii
-5.7969e-9+8.86402e-10*ii, -1.05654-3.18575*ii, 5.95169e-9+2.84612e-9*ii, .28314-.777918*ii, -.0937877+.282794*ii, -2.33021-1.54807*ii, -5.76632e-8-2.53293e-8*ii, .769597-1.22273*ii, -1.54308+5.76148*ii, -9.16761e-17-7.55742e-17*ii, -5.32747+5.30484*ii, -8.83187e-17-8.5126e-18*ii
-2.14278e-9-4.1964e-9*ii, .458999+.800362*ii, 4.42898e-9+1.18663e-8*ii, -2.5941+.210689*ii, .5392-.940209*ii, -2.89971+.373611*ii, -1.8032e-9-1.4635e-9*ii, 1.66579+.153651*ii, -.188872+2.90127*ii, 8.73193e-19+2.18856e-18*ii, 3.05655-3.82048*ii, -1.45864e-18-1.12636e-17*ii
2.60757e-9+3.06092e-9*ii, -.310655+.0809536*ii, -9.50737e-9+4.50651e-9*ii, 1.11027+.016569*ii, -3.01431-.785498*ii, .518835+.987663*ii, -2.93037e-10-3.6706e-9*ii, -.495044-1.89024*ii, 1.39204-.472536*ii, -3.76278e-17+6.29732e-18*ii, -.944398-2.16563*ii, 1.9755e-17-2.70118e-17*ii
-2.83591e-9-5.24e-9*ii, .487777+.386868*ii, 7.44116e-10+2.17958e-9*ii, 1.19447+2.02075*ii, 1.25848-.998128*ii, 1.22078+.024215*ii, -2.00984e-9+3.31673e-9*ii, -.357847+2.5068*ii, -1.46574-1.28183*ii, -5.08807e-17-3.20769e-17*ii, -1.53149-1.95091*ii, -6.57107e-17+3.887e-19*ii
1.26578e-8+5.8625e-9*ii, .221694+.70054*ii, 3.33009e-9+8.37584e-9*ii, 1.31622-.545586*ii, .410617-1.29753*ii, .793949+.178402*ii, 4.59817e-9-1.02167e-9*ii, -1.01377-.100854*ii, .716872-1.08464*ii, 1.9069e-16-8.07413e-17*ii, 1.49338-.001301*ii, 1.1052e-18-1.7972e-16*ii
9.90337e-10-6.08944e-10*ii, .935395-.103074*ii, 1.08179e-8+3.67014e-9*ii, -.458602-.664835*ii, 1.05624+.11639*ii, .345131+.572366*ii, -1.32945e-9-1.80012e-10*ii, 1.54305+3.45314*ii, 3.51816-2.12072*ii, -2.08974e-18-1.8254e-17*ii, -1.26291-1.8348*ii, 1.26418e-17+1.46753e-17*ii
2.57363e-9-1.4539e-9*ii, -1.38953+1.71457*ii, 1.86584e-9-1.65253e-9*ii, 1.00624+4.03043*ii, -.285292-.352028*ii, .754082-2.5181*ii, -2.57445e-9-3.68653e-9*ii, -3.83732+1.02718*ii, -1.31273-.652356*ii, 1.98917e-17-1.74089e-17*ii, -2.05791+2.03453*ii, -1.24974e-18+1.23406e-17*ii
3.34174e-9+7.02277e-10*ii, .475758-1.08799*ii, 4.44184e-9+1.81141e-9*ii, -1.52672-.427246*ii, .337402+.771588*ii, -3.08141+.031263*ii, -3.5403e-9-1.36066e-8*ii, -.439197-1.46232*ii, 1.33231-1.26514*ii, 7.47357e-18-1.30948e-17*ii, -.634899+.215572*ii, -8.91346e-18+3.98141e-18*ii

component_5:
equations:
dt*F-1
c^2*dt^2-dt^2*v^2-4*L0^2
m0*u0-m*u
-dt*u+dt0*u0
.9986*c^2*F0^2-1.0012*c^2*F^2-1.0104*v^2*F0^2
