variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
-1.21207-.950809*ii, -.289575-.290397*ii, -2.02211-3.26054*ii, .969741+.381117*ii, -1.72177+1.72666*ii, 1.23566+.048792*ii, -.708217-.211893*ii, 1.11477-1.32291*ii, -2.01818+2.26346*ii, 2.06232e-16+3.77721e-17*ii, 1.15295+2.16405*ii, -2.45448e-16+5.1984e-18*ii
1.07466-1.9402*ii, .46494+2.66676*ii, 1.2037-1.66147*ii, -.411954+.585623*ii, .0634488-.363925*ii, 1.43478-.433319*ii, 1.53975-.165882*ii, .681845-.416176*ii, -2.62747-2.11948*ii, 1.57627e-16-2.54691e-16*ii, 1.23694+1.2865*ii, 3.30125e-16-1.52693e-16*ii
-5.7958-.44325*ii, 9.68648-7.91635*ii, 5.79564+.443238*ii, -4.58472-3.74737*ii, .0618959+.0505849*ii, -8.73274+.18508*ii, -8.62544+3.11092*ii, -.00158739+.00110773*ii, -3.0537+2.24204*ii, -5.21951e-16+3.31678e-16*ii, -8.02346-9.96001*ii, -4.38512e-16-3.44155e-16*ii
-1.40717-.4753*ii, 2.06147+.774521*ii, 1.4917+.125116*ii, .330899-.563037*ii, .425086-.15971*ii, -1.12004-.984199*ii, .232049+1.11317*ii, .36139-.70317*ii, -.777646-1.15894*ii, 8.1183e-18-9.16626e-17*ii, .788238-1.01973*ii, 4.96543e-17-1.43413e-16*ii
-.482711+.440843*ii, -.651126-.289896*ii, .183912-.363991*ii, 1.33886-.903326*ii, -1.28173+.570655*ii, -.668649+.557627*ii, -.200196+.029548*ii, .175698+.0049510*ii, .174503-.292189*ii, -1.98857e-16-6.65244e-17*ii, .892458+.796602*ii, -2.37463e-16+8.17545e-17*ii
-.455435-.132476*ii, 1.07679+.397781*ii, -.295922+.889983*ii, .36457-.14734*ii, .817168-.301872*ii, -.874337-1.3526*ii, .473789+.373163*ii, -1.02414-.858004*ii, .120756-.259997*ii, 4.54375e-17-1.20578e-16*ii, .880047-.470238*ii, 1.43731e-16-1.2686e-16*ii
.669802-1.77656*ii, 1.73089+3.47397*ii, .874072-1.48858*ii, .342026-.265734*ii, .114899-.230607*ii, 1.28998-1.46779*ii, 1.8686-1.14518*ii, .70639-1.09543*ii, -2.98592-2.2654*ii, 2.16261e-16-4.0644e-16*ii, 2.69257+.082610*ii, 1.08606e-16+2.85948e-16*ii
152.461-137.479*ii, 236.505-33.9103*ii, 152.471-137.488*ii, -294.269-123.102*ii, .00414307+.000594037*ii, -25.6875+32.6638*ii, -180.069-150.021*ii, -2.02498+2.43057*ii, -335.345-61.5997*ii, -2.20738e-14-4.1723e-14*ii, -207.283-262.596*ii, -2.1633e-14-2.25376e-14*ii
-.830877-5.20143*ii, 7.94115+9.23456*ii, .830855+5.20129*ii, 3.96547-4.6128*ii, .0535338-.0622531*ii, -1.18843-7.78709*ii, -1.79778-6.65671*ii, .00110313-.00130112*ii, -2.47647-3.74108*ii, 5.70631e-16-7.32292e-16*ii, 10.1502-7.43413*ii, 8.91181e-16-3.44041e-16*ii
-.782119-1.53861*ii, 1.94394+2.58967*ii, .751227+1.53132*ii, 1.41771-.769692*ii, .185397-.246981*ii, -.716032-2.14969*ii, .014065-.534409*ii, -.0402645-.0939046*ii, -.381044-1.49474*ii, 2.21525e-16-2.1834e-16*ii, 2.85785-1.10977*ii, 1.93748e-16+2.0036e-16*ii
.467898-.557336*ii, 1.2827+.174828*ii, -1.51727+.482596*ii, -.263168-.254485*ii, .765389-.104321*ii, -.472952-1.6808*ii, -.069765-.991424*ii, -1.73501-1.17793*ii, -.724557+.621766*ii, 4.70144e-16+9.4121e-17*ii, .729293-.788011*ii, -2.29163e-16-2.17493e-16*ii
-6.64374-5.14561*ii, 4.65914+.563761*ii, 7.32157+5.94202*ii, -.0944748-.403823*ii, .211535-.025596*ii, -5.60158-1.40356*ii, -7.86588+6.38701*ii, 2.82184+4.37659*ii, 2.13748-1.60447*ii, 6.48723e-16-1.94899e-16*ii, -1.49886-4.04824*ii, 1.06775e-15-7.0163e-16*ii
-.379753-.782542*ii, 1.41018+.373479*ii, .467276-.374253*ii, -.560831+.106495*ii, .66265-.175499*ii, -.441498-.839152*ii, .198907+.7354*ii, -.301093-.863766*ii, -1.19023-.425487*ii, 2.86407e-16-1.45044e-16*ii, .042682-.313909*ii, -1.0439e-16-1.16723e-16*ii
-.091791-.225493*ii, .986461+.117968*ii, -.655067+.551839*ii, -.272936-.0474794*ii, .999432-.119519*ii, -.619627-1.23381*ii, .232961+.372553*ii, -1.19943-1.0535*ii, -.192004+.0987461*ii, -3.1379e-18+3.3313e-16*ii, .372074-.434369*ii, 2.5332e-17-2.24682e-16*ii
.327688-.466979*ii, -1.27989+.056439*ii, .593211+.198686*ii, .526123+.107777*ii, -.7798-.034387*ii, -.365455+.666363*ii, -.211615+.487128*ii, -.19232+.747525*ii, .315196-.731545*ii, -1.11436e-16-2.27143e-16*ii, .138895+1.53466*ii, 6.15406e-17-2.17515e-17*ii
2.36061-2.18928*ii, 1.12034+.690405*ii, 2.37592-2.12173*ii, -3.66796+.129511*ii, .646914-.398658*ii, .658065+.788204*ii, -.331536+.286831*ii, .0301286-.0855111*ii, -3.86874-2.0643*ii, 1.69702e-16-1.65597e-16*ii, -2.36455-.231928*ii, 5.1518e-16-3.61564e-16*ii
.519187-1.02808*ii, .752261+.588366*ii, -1.69132+1.96489*ii, .418818+.291693*ii, .824783-.645088*ii, -.754494-2.15072*ii, -.158239-1.11714*ii, -2.28593-.364147*ii, .401234+.547828*ii, 3.27205e-16+8.0455e-18*ii, 1.24222-.354193*ii, -3.28436e-17+2.60288e-17*ii
.255665-.128722*ii, -1.07119-.354756*ii, -.228771-.279362*ii, .547427-.102156*ii, -.84127+.278611*ii, -.270234+.512409*ii, -.24685+.0715017*ii, -.373865+.165736*ii, .0529318-.0123297*ii, 1.21396e-17-1.0708e-16*ii, .223779+1.33947*ii, 6.98039e-17+1.87206e-16*ii
-.66222-1.0922*ii, .746971+1.52339*ii, .659385+1.26538*ii, 1.08677+.173136*ii, .259484-.529197*ii, -.67857-1.31308*ii, .375273+.442735*ii, -.285714+.122618*ii, .220216-1.10503*ii, 3.38585e-17+2.79526e-17*ii, 1.64499+.178617*ii, 1.47145e-16-9.20287e-17*ii
5.00878-5.75821*ii, 6.70592-1.43792*ii, 5.00864-5.75806*ii, -10.5631-2.26507*ii, .142567+.0305699*ii, -.218812+1.60667*ii, -5.90242-3.03158*ii, .000672603-.00121776*ii, -11.734-1.63462*ii, -1.01319e-15-9.17121e-16*ii, -7.94351-6.10857*ii, -7.08834e-16-5.19639e-16*ii
.97419-.494074*ii, -1.37517-.908557*ii, -.684677-.228591*ii, -.538337+.214403*ii, -.506216+.334452*ii, -.127991+.690275*ii, -.938634+.085048*ii, -.944026+.287099*ii, -.086783+.532154*ii, -8.79257e-17+3.68195e-17*ii, -.824828+1.39608*ii, -9.93839e-17-1.52216e-17*ii
2.26387-1.44187*ii, 1.06537+1.29536*ii, 2.33781-1.4213*ii, -2.39784-.64548*ii, .378733-.460497*ii, .37517+.480056*ii, .364656-.39918*ii, -.0513737-.119363*ii, -3.14278-2.69898*ii, 1.82292e-17-3.69251e-16*ii, -.974281-.569408*ii, -3.78354e-17-1.46222e-16*ii
-.830114-1.50683*ii, -.242051+.042251*ii, 5.45252-5.01969*ii, .849401+.360596*ii, -4.0092-.69982*ii, .018971+3.46479*ii, .733069+.575771*ii, 3.72448+1.74037*ii, -4.18057-2.98163*ii, -4.46475e-16-1.72991e-16*ii, -.994543+2.90338*ii, -8.85569e-17-1.11565e-16*ii
-.569764-.324107*ii, -.703943-1.63854*ii, -1.36632-1.0336*ii, -.22404-.0580063*ii, -.221341+.515207*ii, -3.49379-.639002*ii, -1.36718-.369335*ii, 1.38745-3.13831*ii, .909069-1.81409*ii, -4.07439e-17+9.38366e-18*ii, -1.59678+1.11927*ii, 2.35677e-17-1.23176e-16*ii
2.69942-1.97159*ii, -1.37792+4.96259*ii, -2.69934+1.97153*ii, 3.84843+13.8597*ii, -.0519459-.187084*ii, -.895291+.492922*ii, -7.22828-4.05378*ii, .000161298+.000428619*ii, 1.40504+1.59801*ii, 8.9497e-17-1.80093e-15*ii, 2.42108-2.20284*ii, -9.90849e-16-2.99211e-15*ii
-2.89149-2.79588*ii, -.173581-1.61434*ii, 1.78218-2.91144*ii, .0937602-.465777*ii, -.065845+.612369*ii, 1.07187+2.44204*ii, -2.28383+3.56356*ii, -2.52566+4.87035*ii, 2.69991-1.35109*ii, -5.52376e-17+6.2656e-18*ii, 4.14148+2.57962*ii, 1.01954e-14+5.26314e-15*ii
-.449524+3.85839*ii, 13.8664-.3086*ii, .449512-3.85828*ii, -5.34044-.118327*ii, .0720813+.0016042*ii, -1.85921+11.6325*ii, -5.73012-3.46033*ii, -.000135023+.001426*ii, .439007-.544708*ii, -1.53879e-15-8.12068e-16*ii, -4.01043+12.253*ii, 3.21432e-15+1.07706e-15*ii
-.0351962+.270858*ii, .976334+1.37142*ii, .499837+.371909*ii, .0447172-.242803*ii, .344504-.483913*ii, -.0781854+.288529*ii, .552373-.029251*ii, -1.23409-.498147*ii, .514007+1.43749*ii, -3.53453e-18-3.37111e-17*ii, 2.05001+.436431*ii, 1.35276e-17+2.80375e-17*ii
.187322-.97265*ii, 2.63399+2.04039*ii, -.174037+.967461*ii, .709675-1.62134*ii, .237273-.183801*ii, -.494894+1.01082*ii, -.272813+.0613554*ii, .0454862+.0131083*ii, .233485+2.61052*ii, 3.32764e-17+7.06577e-18*ii, 4.3095+.434898*ii, 3.97156e-17-2.09766e-17*ii
2.82567+5.27902*ii, 11.9429-3.419*ii, 2.8256+5.27888*ii, 5.73368+1.64098*ii, .0773891+.0221548*ii, -10.7382-5.22479*ii, -10.1748+3.45668*ii, .00137653+.00142019*ii, 3.0987-.651703*ii, -4.43657e-16-4.25907e-16*ii, 10.4873+4.19611*ii, -2.79751e-14-6.77214e-15*ii
-2.21897-2.82948*ii, -.709354-.423626*ii, 1.98672+2.90238*ii, 3.30346+.165699*ii, -1.03913+.620568*ii, 1.77526-.872439*ii, -.356501-.410236*ii, .191813+.0523147*ii, .0825859-.302072*ii, 6.14862e-16+5.81963e-16*ii, -2.23356-.405345*ii, 3.03029e-15-3.67321e-15*ii
-.566022+6.29844*ii, 2.24106-7.03558*ii, .566007-6.29827*ii, -3.04525-9.55969*ii, .0411039+.129042*ii, -7.74933-3.06083*ii, 14.6304-2.57711*ii, .00114501+.000481562*ii, -.189886-1.95109*ii, 3.23214e-16-5.64779e-15*ii, -10.692+8.72901*ii, -1.11504e-14+5.41087e-15*ii
.109315+.0236455*ii, -.294352+1.6774*ii, .512005-.339532*ii, -.085589-.0639134*ii, -.10149-.578352*ii, 1.97273+1.00721*ii, .476199-.217469*ii, -2.7249-.925064*ii, -.90243-1.28097*ii, -9.51446e-18-3.21906e-18*ii, -4.68371+.139649*ii, 9.47758e-18-1.95154e-17*ii
5.63098+13.3061*ii, -3.68796-4.93148*ii, 5.63083+13.3057*ii, 7.20827-9.63778*ii, -.097255+.130048*ii, -6.06111-.160059*ii, 5.55824+2.78889*ii, .00118917-.00203892*ii, -9.03456-6.13646*ii, 2.5926e-17+2.61552e-17*ii, 12.7768+1.0409*ii, 2.03127e-15+5.67883e-14*ii
-2.44836+1.3824*ii, -24.5615+13.1134*ii, 2.44829-1.38236*ii, 2.34713+1.25313*ii, -.0316828-.0169155*ii, 10.1014+6.50681*ii, 14.7615-25.2285*ii, .00111753-.00175739*ii, -10.9869-5.60981*ii, 4.69488e-17-5.86677e-16*ii, -2.02234-16.2273*ii, 2.58078e-14-2.94779e-15*ii
.084624-.518835*ii, -1.39027-1.10876*ii, -.458832-.735738*ii, -.0766516+.328934*ii, -.439654+.350629*ii, -.558403+.841606*ii, -.776456+.052296*ii, -1.06834-.733106*ii, -.604355+1.92644*ii, -7.9398e-17+2.18233e-16*ii, .16347+1.20876*ii, -1.34157e-18+4.63721e-17*ii
-3.67257-2.28087*ii, -.773866-.221289*ii, -6.67771-3.61866*ii, -.163052-.842376*ii, -1.19454+.34158*ii, 2.84671+1.08021*ii, -1.71165+1.84857*ii, -2.88274-2.23567*ii, .454504-2.7644*ii, -1.99247e-18+5.16181e-19*ii, 1.12015+8.24131*ii, 1.56285e-15+1.61533e-15*ii
-12.4557-10.8223*ii, 7.54398+16.2929*ii, -12.4553-10.822*ii, -1.7367+3.74161*ii, .0234016-.050541*ii, -.277541-.0013921*ii, -10.5584+8.02188*ii, .00214636-.00759793*ii, 13.8264-.0073*ii, 5.70697e-17-1.3079e-17*ii, 8.34245+3.25806*ii, -1.63813e-13-6.86272e-14*ii
-1.27721+.503035*ii, -.0638289+.148454*ii, -7.47742-.825654*ii, .703775-.896462*ii, -2.44437-5.68513*ii, .169018+.146938*ii, .519573+.30445*ii, -2.80178+1.68555*ii, 2.60279-5.85534*ii, 1.20745e-18+4.8872e-19*ii, -7.46218-2.68777*ii, -8.3943e-16-6.85756e-16*ii
-1.55344+1.2366*ii, .672963+.192001*ii, -1.54875+1.22485*ii, -12.6141+.27306*ii, 1.37411-.392043*ii, -16.4804-11.9754*ii, -.0623759+.0476284*ii, -.00540771+.00698416*ii, -10.1365+.37957*ii, 2.91123e-17+1.216e-18*ii, -11.3003-7.05088*ii, 2.77819e-15+3.30172e-16*ii
2.03943+6.60842*ii, -.13356-18.4053*ii, 2.03937+6.60824*ii, .027231-4.02616*ii, -.00039424+.0543294*ii, -.06654-12.6633*ii, 1.45868-7.18596*ii, .00322472-.00100888*ii, 11.9027-4.98637*ii, 2.76312e-17+3.85198e-17*ii, -2.59597-14.4841*ii, -3.08363e-14-1.35056e-15*ii
5.13949+.183945*ii, -3.05891-7.02125*ii, -5.13935-.18394*ii, -3.8626+8.86849*ii, -.052151+.119704*ii, -1.6598-1.55225*ii, 4.96502+2.14516*ii, -.000383147-.000975125*ii, -4.78085-8.37176*ii, 3.22641e-18+2.77615e-17*ii, 4.85486-.869136*ii, -9.88931e-15-3.60164e-15*ii
6.64616-3.93904*ii, .753137-2.69652*ii, -6.64599+3.93894*ii, 7.11765+25.4854*ii, .0960824+.344012*ii, -4.08835+5.93692*ii, 1.72031-7.04392*ii, -.000149459-.000555653*ii, -14.4681+10.2227*ii, 6.19315e-17+4.91364e-17*ii, -13.6609+3.13966*ii, 1.06098e-13+6.77653e-14*ii
.118825-.509975*ii, -.20534-.232262*ii, -1.5252-1.7999*ii, .076786-.70634*ii, -2.13651+2.41663*ii, -.455885-.794062*ii, -.365811-.0443445*ii, -1.23952-1.12343*ii, 1.06885+1.84318*ii, -1.39489e-18+8.59431e-19*ii, -2.31715+1.91358*ii, 4.26335e-17-2.13902e-17*ii
85.4191+59.1805*ii, 422.212+100.021*ii, 85.4247+59.1844*ii, -113.284-46.5544*ii, .00224262-.000531271*ii, 18.2245-4.31401*ii, -160.22+144.046*ii, -1.94433-2.16265*ii, 232.335-89.0382*ii, 9.21753e-18+1.60609e-17*ii, 52.3724-20.4266*ii, -2.62499e-11+7.44091e-11*ii
.354395-1.84858*ii, .35519+.120139*ii, 2.86717-.804578*ii, 1.48949+.016126*ii, 2.52637-.854512*ii, -.383193+1.10988*ii, -.112226+.621739*ii, -.178444-1.11694*ii, -2.32127+.264207*ii, 2.05219e-17-2.33401e-17*ii, .104041-1.51338*ii, -1.02906e-15-6.35409e-16*ii
-.339016-.274753*ii, .0607697+.226376*ii, 3.59379-4.73874*ii, -.0905635+.298767*ii, 1.10613-4.1205*ii, -1.35432+2.50416*ii, .263605-.647253*ii, 3.31696-8.95599*ii, 2.29622+10.4094*ii, 1.53995e-19+1.24994e-18*ii, 1.69084+1.17489*ii, -1.38612e-16-3.91997e-16*ii
-.117613+.181077*ii, .290564+.407184*ii, .365327+1.22174*ii, .0237252+.336803*ii, 1.16121-1.62726*ii, .547061+2.1555*ii, .255246+.19258*ii, -.439524-1.84138*ii, .272712+.666336*ii, 3.56354e-17+5.05161e-17*ii, -.385302+.394959*ii, 1.45885e-17+1.14043e-16*ii
.616618-.58081*ii, -.137753+.601062*ii, -.0262016-.467236*ii, .552525+1.44828*ii, -.362269-1.58069*ii, -1.22165-.827167*ii, .104137+.252598*ii, .0712201+.276792*ii, .703466+1.84772*ii, -8.33074e-18-2.00767e-17*ii, 2.10907-.180507*ii, 5.29632e-17+1.46447e-17*ii
-23.3366-14.5501*ii, -.392219+.37283*ii, 12.5768+8.86547*ii, 1.57267+1.57347*ii, -1.33937-1.27316*ii, -16.4697-3.61653*ii, 6.02033-1.39784*ii, 4.96869-1.28855*ii, .253932-2.76912*ii, 1.15382e-16+2.55388e-17*ii, 3.74938-3.75034*ii, -1.51904e-13-1.07713e-13*ii
.447411+1.15811*ii, .435378-.661818*ii, -.965331-.593481*ii, .99269+.662532*ii, .693766+1.05459*ii, .036406-.81374*ii, .42522+.299502*ii, .290649+.467013*ii, 2.3904-1.19513*ii, -7.33366e-18+1.11776e-17*ii, -1.18479+.074989*ii, -5.15578e-17+4.36383e-17*ii
-91.3942+140.949*ii, 99.1247-266.483*ii, -91.4001+140.958*ii, -296.274-248.752*ii, .0012262+.00329647*ii, 202.342+52.8008*ii, -183.138+136.189*ii, -1.83827-2.47199*ii, 75.1823+23.6427*ii, 7.52241e-16+2.96044e-16*ii, -227.725+287.02*ii, -2.45418e-10-7.5688e-12*ii
9.66704-7.46313*ii, -.513391+1.46603*ii, -5.113+14.6035*ii, -.442653-.280824*ii, -.212776-.607601*ii, -7.47573+7.96495*ii, 3.97266-10.9498*ii, -12.1641+7.52645*ii, 14.5649-5.30905*ii, -1.9565e-19+1.35213e-17*ii, 8.2119+15.2663*ii, -2.75675e-14+1.24123e-13*ii
4.18721+5.29511*ii, 5.03967-3.09678*ii, -4.18709-5.29497*ii, 10.6712+6.55705*ii, .144039+.0885089*ii, 1.70919-3.31592*ii, 5.76019-8.75282*ii, .000997309+.000364948*ii, 9.88978-4.87759*ii, 3.92258e-18-4.75081e-17*ii, 2.68582+17.9546*ii, -2.38071e-14+1.53544e-14*ii
-2.12138-.129192*ii, 3.70889-4.72761*ii, 2.11949+.12645*ii, 2.62122+1.32447*ii, .102722+.130936*ii, -7.24675+1.70659*ii, .331034-.139173*ii, -.0199466-.00124437*ii, 2.04188+.014572*ii, 1.25045e-16-1.49018e-16*ii, .981316-2.34052*ii, 1.40415e-16-5.70947e-17*ii
-143.63-63.1207*ii, -497.601-149.223*ii, 143.64+63.1247*ii, 669.999-93.646*ii, -.00184383+.000552936*ii, 305.635-116.069*ii, 252.497-296.504*ii, -4.0022-3.4082*ii, 98.1043-216.699*ii, -1.27892e-16+2.03576e-16*ii, 395.061+221.844*ii, 4.59193e-10-2.57848e-10*ii
-1.94922+.931645*ii, -.120336+.954775*ii, 2.44227-.28358*ii, .727615-.910424*ii, -.129942-1.03099*ii, 1.29335+2.70273*ii, -.834314-.403673*ii, -.77652+.28267*ii, -.28603+.297756*ii, 7.51774e-18+9.93676e-18*ii, 4.41697-.106952*ii, 1.97497e-16+7.36124e-17*ii
1.13893+1.98709*ii, -3.43715+1.68334*ii, -1.12974-1.98004*ii, 2.05806+1.5665*ii, -.234655-.114922*ii, -5.34876+6.127*ii, .406695+.171147*ii, -.0433265-.00876858*ii, 4.50691+5.25606*ii, -7.43255e-18-1.75094e-18*ii, -2.11128-4.08395*ii, -1.93352e-16+9.9587e-18*ii
.780575-2.18966*ii, -1.38891+.107825*ii, 1.56221-2.66424*ii, -.234694-.714092*ii, -.715673-.05556*ii, .886781+1.30318*ii, 1.22163+.948013*ii, 1.28456-.728518*ii, -2.14672-.914021*ii, 9.39498e-19-6.1790e-20*ii, 3.64921-.17637*ii, 2.90829e-16-6.62964e-17*ii
.027024+2.47262*ii, -.290754+.929897*ii, -.926863+.066934*ii, -.279876-.91944*ii, -.3063-.979616*ii, -1.3972-2.01636*ii, 1.23464+.361125*ii, -1.32125-.375644*ii, -.755946-1.60721*ii, 1.58167e-17+1.45e-19*ii, 1.45564+2.59579*ii, 9.40487e-17-4.78393e-16*ii
.0448747+.0283105*ii, .00378593+.0180802*ii, 12.2216-2.24469*ii, .13429+.188138*ii, 11.095-52.9858*ii, 29.7157+74.5261*ii, .106236-.0434284*ii, -24.3379-11.4063*ii, 24.545+33.2252*ii, 7.27725e-22-4.78261e-22*ii, 59.2002-20.299*ii, -8.51942e-18-4.45899e-18*ii
61.761+99.4913*ii, -271.76+96.5465*ii, 61.765+99.4977*ii, -232.83-118.573*ii, -.00326734-.00116077*ii, 19.594+9.98657*ii, 100.703-126.099*ii, 1.70208+1.35929*ii, -181.831+5.4274*ii, 2.17011e-17-7.59078e-17*ii, 174.937+137.645*ii, -5.39585e-11+2.8546e-13*ii
-1.15154-.146929*ii, .23785+.769132*ii, .172224+2.10249*ii, -.268271+.540601*ii, .366975-1.18668*ii, -2.39051+.361035*ii, -.315043-.908686*ii, -.939327-1.74229*ii, .266763-1.05138*ii, 2.01355e-17+7.70051e-18*ii, -.270043-1.34639*ii, 1.4977e-16+4.98732e-17*ii
2.59244+1.53261*ii, .303941+.287522*ii, 1.46857-5.64451*ii, -.955262+.566994*ii, 1.73632-1.64252*ii, -1.58524-.894225*ii, -.651312-1.18875*ii, 1.93003+2.18631*ii, -2.17583+.993596*ii, -5.20108e-16-3.98126e-16*ii, 1.10753-.357643*ii, 8.86106e-15-4.50531e-15*ii
21.7059-26.2005*ii, 14.9783-2.47708*ii, -21.1905+26.5799*ii, .282864-.187962*ii, .0649858+.0107472*ii, -3.62951-15.5902*ii, -47.9742+14.3915*ii, 8.69679+4.32362*ii, -113.659-1.8877*ii, 1.13327e-17+1.58872e-18*ii, 1.68227+13.3948*ii, -3.46737e-12+3.86109e-12*ii
-.0103789-.3093*ii, -.0791692+.0591265*ii, 4.66796-7.63261*ii, .0204676-.349538*ii, -8.10852-6.05574*ii, -8.55942+11.2011*ii, .440054-.0406142*ii, 6.02201-11.2643*ii, -7.88388-5.82191*ii, 6.34441e-20+8.59079e-20*ii, 7.88505-5.42687*ii, 2.32463e-17-2.17492e-17*ii
-.821589-.052714*ii, -5.12464-3.81949*ii, -.821567-.052712*ii, -9.29365+6.92668*ii, -.125449+.0934993*ii, -2.33893-2.42548*ii, -1.03171-3.51631*ii, .000106645+.0000906575*ii, -3.53931-5.37826*ii, 1.64912e-16+2.49221e-16*ii, -13.3848+1.248*ii, 2.35554e-17+6.05091e-17*ii
1.05406+1.00852*ii, -.624363-.044907*ii, .227122-.115479*ii, 1.57334-.127876*ii, -1.59339+.114603*ii, -.149003-.6802*ii, -.306881-.345426*ii, -.30727-.35241*ii, -.319231+.588073*ii, -5.67939e-17+5.08261e-17*ii, -1.42407-.262445*ii, -3.35874e-16-5.17938e-16*ii
-426.917-131.235*ii, -377.362-403.122*ii, 426.945+131.243*ii, -185.288-718.13*ii, -.00123763+.00132209*ii, 358.37-686.301*ii, 1058.99-517.012*ii, -6.97861-14.2943*ii, 817.415-154.542*ii, 2.32299e-18+4.47579e-17*ii, -1543.91+98.491*ii, -1.52129e-9-2.4837e-9*ii
-.103919+.388414*ii, .318601-.40738*ii, -2.18053-2.82933*ii, -.209947-.0559437*ii, 1.19119+1.52312*ii, -2.88233+.255147*ii, -.000934+.925259*ii, -4.96789+6.56654*ii, 4.60986-1.48405*ii, -2.70661e-20-8.50572e-19*ii, -5.30021+4.57284*ii, -1.36458e-17-2.22578e-17*ii
1.17514-1.03545*ii, 4.99247-.89364*ii, -1.17511+1.03542*ii, -14.3783-2.57368*ii, .194083+.0347404*ii, 2.61573-4.35807*ii, 10.2956-7.49417*ii, .000131447-.000165445*ii, 10.232+10.2955*ii, 8.61833e-17-2.32263e-17*ii, 17.428-4.93077*ii, 3.56642e-15-1.19112e-15*ii
-.306931-1.5241*ii, -.740467-.084939*ii, 1.26699+1.85186*ii, .538889-.92794*ii, -1.33296+.152903*ii, -.801503-.581391*ii, .542298-.480294*ii, -.886661-.184974*ii, -1.61879+.353161*ii, 3.08602e-17-3.15868e-17*ii, -1.0517-.983273*ii, -3.15584e-16-1.69197e-16*ii
-2.56926+2.87019*ii, 2.41763-2.9605*ii, -2.4626+2.73844*ii, .546748+.703596*ii, .165484+.202642*ii, -.771615+1.32625*ii, .386975+2.12564*ii, .128579+.620508*ii, -3.34732-1.20873*ii, -4.8882e-18-1.72352e-17*ii, -.236358+.57683*ii, 4.32677e-16+3.2587e-16*ii
499.351+168.31*ii, -91.8511+240.127*ii, -499.384-168.321*ii, -388.684-90.144*ii, -.00138961-.00363291*ii, 35.927+299.467*ii, -499.09-412.284*ii, 5.565-6.73671*ii, 617.438-110.136*ii, -8.20245e-18+2.49394e-17*ii, -596.862+6.490*ii, -4.62567e-9-1.90431e-8*ii
-.456327+.077717*ii, -.343036+.912355*ii, -.512299+1.46323*ii, -.220407-.201938*ii, -.361066-.960307*ii, 1.1073-5.04532*ii, .474956-.611452*ii, 2.40305-1.13399*ii, 3.06717+.028811*ii, -2.09674e-18+2.75237e-18*ii, .75525-4.26269*ii, 9.85151e-18-5.95429e-18*ii
1.45045-5.81846*ii, .274503+.638137*ii, 3.87558+14.6841*ii, .329095+.490566*ii, .568835-1.32237*ii, .981822+5.07321*ii, -3.40578-3.76311*ii, -3.19806+11.9474*ii, 3.93445+.724878*ii, -4.33109e-18-6.17414e-18*ii, -8.21482+3.89555*ii, 3.01436e-14-1.29347e-14*ii
-1.07494-6.26943*ii, -.135948-6.85932*ii, 1.07491+6.26926*ii, -.21388+10.7968*ii, -.0028883+.14573*ii, -3.42095+2.61444*ii, -.868179-7.52952*ii, -.00113955+.000218636*ii, 9.48201-11.0479*ii, -2.09561e-18+2.28257e-17*ii, 2.64405-19.2458*ii, -8.07388e-15+6.64001e-15*ii
-4.11+2.2895*ii, -6.88247+7.37428*ii, -4.10989+2.28944*ii, 5.01603+5.36686*ii, -.0676421-.0724756*ii, -10.1498-1.58079*ii, 1.54294+1.87433*ii, .00030881-.00122205*ii, 9.82098+.08686*ii, -1.61495e-17-6.19705e-18*ii, 2.12991+4.31805*ii, 7.14648e-15-2.95642e-15*ii
1.47075-1.72022*ii, -.760954+.462286*ii, 1.48448+1.28392*ii, -.726218-.438755*ii, -.95988-.583136*ii, 1.44713+1.38443*ii, .217613-1.3158*ii, -.292295+1.74089*ii, 2.09827+1.44074*ii, 3.04997e-17+3.86472e-17*ii, -.792289-1.70779*ii, 4.86378e-16+1.99133e-16*ii

component_3:
equations:
dt*F-1
m0*u0-m*u
-dt*u+dt0*u0
c^2*dt-2*c*L-dt*v^2
1.00016*c^2*F0^2-.999984*c^2*F^2-1.00003*v^2*F0^2
.999922*c^2*m0^2*u0-1.00019*c^2*u0*m^2+1.00029*v^2*u0*m^2
.999933*c^2*L0^2-.999994*c^2*L^2-.999986*v^2*L0^2
points:
-1.37358e-16-8.88117e-17*ii, -1.02665+.675892*ii, -2.8946e-17+9.93703e-17*ii, 1.64857+.403788*ii, -.679524-.447364*ii, -.0911862-.0654109*ii, 1.38387+.003346*ii, -.308034+.0616127*ii, .350322-.810141*ii, 4.66018e-16-2.53812e-16*ii, 1.44831+1.89021*ii, -2.16631e-16-4.03022e-16*ii
9.90251e-17+3.68179e-17*ii, 1.90672+3.0917*ii, -4.31652e-17+4.03081e-17*ii, 2.02958-1.41358*ii, .144512-.234323*ii, .164335-2.14689*ii, 2.45684-1.76406*ii, -.119798-1.58007*ii, -1.21917-2.07991*ii, 2.34868e-16-2.53892e-17*ii, 4.06237-.92811*ii, 8.06161e-17+8.63305e-17*ii
